Severity|Count|Node|Property|First Occurrence|Summary
1|4|media_fe2|Media|2015-02-27 00:00:19|Apache latency
3|3|media_mw8|Media|2015-02-27 08:21:46|Capacity exceeded
3|10|flickr_mw1|Flickr|2015-02-27 08:21:49|Capacity exceeded
2|1|fp_fe7|Frontpage|2015-02-27 08:21:50|Hardware error
1|8|flickr_fe7|Flickr|2015-02-27 08:25:00|Apache latency
3|8|flickr_mw10|Flickr|2015-02-27 08:25:20|Hardware error
4|5|media_mw2|Media|2015-02-27 08:26:08|Down to ping
4|4|media_be6|Media|2015-02-27 08:26:09|Down to ping
6|5|flickr_mon1|Flickr|2015-02-27 08:26:54|Site down
6|9|flickr_mon1|Flickr|2015-02-27 08:28:05|Site down
4|1|mail_mw2|Mail|2015-02-27 08:28:49|Down to ping
1|3|media_fe3|Media|2015-02-27 08:29:32|Apache latency
4|5|mail_be10|Mail|2015-02-27 08:30:44|Down to ping
1|3|search_fe5|Search|2015-02-27 08:30:52|Apache latency
1|3|rev_fe6|Revenue|2015-02-27 08:30:55|Apache latency
6|6|flickr_mon1|Flickr|2015-02-27 08:33:34|Site down
3|1|search_mw10|Search|2015-02-27 08:35:08|Software error
3|10|fp_fe9|Frontpage|2015-02-27 08:35:10|Down to ping
6|9|fp_mon1|Frontpage|2015-02-27 08:35:17|Site down
3|7|flickr_mw8|Flickr|2015-02-27 08:35:20|Capacity exceeded
3|6|search_be3|Search|2015-02-27 08:35:29|Software error
2|7|media_fe3|Media|2015-02-27 08:35:52|Software error
5|1|mail_db8|Mail|2015-02-27 08:36:42|Down to ping
4|7|search_mw3|Search|2015-02-27 08:37:25|Down to ping
6|1|fp_mon1|Frontpage|2015-02-27 08:38:45|Site down
3|10|flickr_mw10|Flickr|2015-02-27 08:39:05|Capacity exceeded
2|8|search_fe9|Search|2015-02-27 08:39:16|Software error
4|10|fp_db4|Frontpage|2015-02-27 08:39:58|Software error
4|1|flickr_be2|Flickr|2015-02-27 08:40:05|Down to ping
3|1|fp_be6|Frontpage|2015-02-27 08:41:12|Hardware error
1|3|flickr_fe7|Flickr|2015-02-27 08:41:20|Apache latency
4|9|search_db4|Search|2015-02-27 08:41:41|Hardware error
1|4|flickr_fe7|Flickr|2015-02-27 08:42:04|Apache latency
3|9|flickr_fe1|Flickr|2015-02-27 08:42:08|Down to ping
5|1|rev_db2|Revenue|2015-02-27 08:43:17|Down to ping
4|2|media_be4|Media|2015-02-27 08:44:03|Down to ping
4|4|fp_be2|Frontpage|2015-02-27 08:44:16|Down to ping
4|7|rev_mw8|Revenue|2015-02-27 08:45:34|Down to ping
2|9|rev_fe2|Revenue|2015-02-27 08:46:24|Hardware error
3|9|mail_fe4|Mail|2015-02-27 08:46:50|Down to ping
5|6|mail_db7|Mail|2015-02-27 08:47:12|Down to ping
4|10|search_db5|Search|2015-02-27 08:47:31|Hardware error
6|9|search_mon1|Search|2015-02-27 08:47:34|Site down
2|9|flickr_fe8|Flickr|2015-02-27 08:48:08|Software error
5|3|rev_mon1|Revenue|2015-02-27 08:48:13|Severe site latency
4|8|rev_db5|Revenue|2015-02-27 08:48:25|Software error
3|6|flickr_fe1|Flickr|2015-02-27 08:48:39|Down to ping
3|1|messenger_mw7|Messenger|2015-02-27 08:48:52|Hardware error
3|3|messenger_mw8|Messenger|2015-02-27 08:49:18|Hardware error
6|3|search_mon1|Search|2015-02-27 08:49:35|Site down
4|3|fp_be6|Frontpage|2015-02-27 08:50:13|Down to ping
4|10|fp_db6|Frontpage|2015-02-27 08:50:13|Software error
1|6|media_fe4|Media|2015-02-27 08:50:43|Apache latency
2|8|media_fe5|Media|2015-02-27 08:51:28|Hardware error
6|4|fp_mon1|Frontpage|2015-02-27 08:51:38|Site down
2|10|mail_fe8|Mail|2015-02-27 08:51:59|Hardware error
4|10|media_be2|Media|2015-02-27 08:53:40|Down to ping
5|7|media_db9|Media|2015-02-27 08:56:09|Down to ping
3|10|fp_mw9|Frontpage|2015-02-27 08:56:22|Hardware error
3|9|search_mw3|Search|2015-02-27 08:57:10|Capacity exceeded
4|8|rev_be3|Revenue|2015-02-27 08:57:50|Down to ping
4|5|flickr_db4|Flickr|2015-02-27 08:58:14|Hardware error
4|9|rev_db7|Revenue|2015-02-27 08:58:50|Software error
6|10|flickr_mon1|Flickr|2015-02-27 09:02:30|Site down
1|1|fp_fe8|Frontpage|2015-02-27 09:02:49|Apache latency
2|4|flickr_fe8|Flickr|2015-02-27 09:02:55|Capacity exceeded
3|1|mail_mw3|Mail|2015-02-27 09:03:16|Capacity exceeded
1|7|messenger_fe8|Messenger|2015-02-27 09:03:16|Apache latency
4|10|mail_db1|Mail|2015-02-27 09:03:21|Software error
4|2|search_mw3|Search|2015-02-27 09:03:31|Down to ping
3|6|flickr_be5|Flickr|2015-02-27 09:03:33|Software error
5|10|mail_db8|Mail|2015-02-27 09:04:32|Down to ping
2|6|fp_fe8|Frontpage|2015-02-27 09:04:37|Hardware error
3|2|flickr_mw9|Flickr|2015-02-27 09:05:05|Software error
3|8|media_mw10|Media|2015-02-27 09:05:51|Capacity exceeded
1|5|media_fe6|Media|2015-02-27 09:06:22|Apache latency
6|4|fp_mon1|Frontpage|2015-02-27 09:06:26|Site down
1|8|fp_fe2|Frontpage|2015-02-27 09:06:42|Apache latency
1|10|search_fe8|Search|2015-02-27 09:06:45|Apache latency
3|4|flickr_be9|Flickr|2015-02-27 09:07:06|Capacity exceeded
6|2|media_mon1|Media|2015-02-27 09:07:39|Site down
1|6|search_fe8|Search|2015-02-27 09:08:41|Apache latency
1|6|mail_fe8|Mail|2015-02-27 09:08:50|Apache latency
1|8|messenger_fe6|Messenger|2015-02-27 09:09:10|Apache latency
2|4|messenger_fe6|Messenger|2015-02-27 09:09:11|Capacity exceeded
4|6|search_mw1|Search|2015-02-27 09:09:50|Down to ping
1|3|messenger_fe7|Messenger|2015-02-27 09:10:50|Apache latency
1|4|rev_fe7|Revenue|2015-02-27 09:13:19|Apache latency
4|5|mail_mw8|Mail|2015-02-27 09:13:42|Down to ping
4|9|search_mw2|Search|2015-02-27 09:14:08|Down to ping
3|2|mail_mw7|Mail|2015-02-27 09:14:31|Capacity exceeded
1|5|flickr_fe6|Flickr|2015-02-27 09:15:30|Apache latency
3|1|media_mw9|Media|2015-02-27 09:15:43|Hardware error
2|3|flickr_fe6|Flickr|2015-02-27 09:16:44|Software error
3|10|messenger_mw5|Messenger|2015-02-27 09:17:49|Software error
3|1|rev_mw7|Revenue|2015-02-27 09:18:03|Capacity exceeded
3|1|rev_fe8|Revenue|2015-02-27 09:18:06|Down to ping
4|8|fp_be10|Frontpage|2015-02-27 09:18:31|Down to ping
6|8|mail_mon1|Mail|2015-02-27 09:19:20|Site down
3|6|media_mw1|Media|2015-02-27 09:19:23|Hardware error
2|10|mail_fe1|Mail|2015-02-27 09:20:18|Hardware error
3|1|media_be1|Media|2015-02-27 09:20:53|Capacity exceeded
4|1|fp_be10|Frontpage|2015-02-27 09:21:36|Down to ping
4|5|flickr_db3|Flickr|2015-02-27 09:21:45|Capacity exceeded
6|8|rev_mon1|Revenue|2015-02-27 09:22:00|Site down
4|8|search_mw3|Search|2015-02-27 09:22:02|Down to ping
4|10|media_db6|Media|2015-02-27 09:22:21|Software error
1|1|flickr_fe6|Flickr|2015-02-27 09:22:30|Apache latency
3|1|fp_fe5|Frontpage|2015-02-27 09:23:16|Down to ping
5|10|media_db9|Media|2015-02-27 09:23:45|Down to ping
5|5|rev_db9|Revenue|2015-02-27 09:23:57|Down to ping
4|3|mail_mw1|Mail|2015-02-27 09:24:03|Down to ping
4|5|flickr_mw7|Flickr|2015-02-27 09:24:19|Down to ping
3|1|search_be2|Search|2015-02-27 09:24:57|Capacity exceeded
3|1|media_fe8|Media|2015-02-27 09:25:35|Down to ping
5|6|rev_mon1|Revenue|2015-02-27 09:26:38|Severe site latency
2|10|fp_fe8|Frontpage|2015-02-27 09:26:43|Software error
5|7|search_mon1|Search|2015-02-27 09:27:04|Severe site latency
3|8|fp_be2|Frontpage|2015-02-27 09:27:10|Hardware error
1|7|media_fe6|Media|2015-02-27 09:27:31|Apache latency
4|2|media_be2|Media|2015-02-27 09:27:36|Down to ping
3|9|rev_be10|Revenue|2015-02-27 09:27:40|Capacity exceeded
4|5|messenger_be7|Messenger|2015-02-27 09:27:54|Down to ping
4|2|search_db2|Search|2015-02-27 09:28:25|Capacity exceeded
3|1|search_be6|Search|2015-02-27 09:29:15|Capacity exceeded
1|1|rev_fe6|Revenue|2015-02-27 09:30:02|Apache latency
1|1|media_fe8|Media|2015-02-27 09:30:45|Apache latency
4|4|media_mw4|Media|2015-02-27 09:31:01|Down to ping
2|10|mail_fe2|Mail|2015-02-27 09:31:21|Capacity exceeded
3|6|rev_mw8|Revenue|2015-02-27 09:32:52|Capacity exceeded
5|5|media_db3|Media|2015-02-27 09:33:08|Down to ping
2|4|mail_fe6|Mail|2015-02-27 09:33:54|Hardware error
3|9|rev_be9|Revenue|2015-02-27 09:34:31|Software error
3|10|messenger_be6|Messenger|2015-02-27 09:35:26|Hardware error
4|9|mail_mw2|Mail|2015-02-27 09:38:02|Down to ping
2|5|fp_fe6|Frontpage|2015-02-27 09:38:47|Software error
3|4|fp_be8|Frontpage|2015-02-27 09:39:26|Capacity exceeded
3|1|search_be5|Search|2015-02-27 09:41:36|Software error
2|3|rev_fe7|Revenue|2015-02-27 09:41:39|Software error
1|4|search_fe3|Search|2015-02-27 09:43:20|Apache latency
4|10|mail_mw3|Mail|2015-02-27 09:43:21|Down to ping
2|9|media_fe9|Media|2015-02-27 09:43:27|Capacity exceeded
3|10|search_fe2|Search|2015-02-27 09:44:31|Down to ping
5|4|flickr_db1|Flickr|2015-02-27 09:46:09|Down to ping
4|5|media_be4|Media|2015-02-27 09:46:25|Down to ping
6|4|search_mon1|Search|2015-02-27 09:46:26|Site down
3|7|rev_mw4|Revenue|2015-02-27 09:47:50|Software error
3|1|rev_fe3|Revenue|2015-02-27 09:48:07|Down to ping
3|6|mail_be1|Mail|2015-02-27 09:48:23|Hardware error
2|8|fp_fe1|Frontpage|2015-02-27 09:49:31|Software error
3|6|search_be7|Search|2015-02-27 09:49:54|Hardware error
5|9|messenger_db6|Messenger|2015-02-27 09:50:53|Down to ping
3|4|rev_mw5|Revenue|2015-02-27 09:51:36|Software error
3|1|fp_fe7|Frontpage|2015-02-27 09:51:40|Down to ping
5|5|rev_db5|Revenue|2015-02-27 09:52:09|Down to ping
1|3|rev_fe5|Revenue|2015-02-27 09:52:10|Apache latency
2|8|flickr_fe6|Flickr|2015-02-27 09:52:33|Capacity exceeded
6|9|fp_mon1|Frontpage|2015-02-27 09:54:32|Site down
4|10|rev_be4|Revenue|2015-02-27 09:55:10|Down to ping
4|10|fp_mw4|Frontpage|2015-02-27 09:55:20|Down to ping
3|2|mail_mw9|Mail|2015-02-27 09:55:22|Capacity exceeded
4|4|messenger_db6|Messenger|2015-02-27 09:56:14|Hardware error
1|3|rev_fe8|Revenue|2015-02-27 09:56:15|Apache latency
4|2|flickr_be8|Flickr|2015-02-27 09:57:55|Down to ping
1|6|flickr_fe4|Flickr|2015-02-27 09:58:12|Apache latency
1|4|mail_fe4|Mail|2015-02-27 09:59:24|Apache latency
4|2|media_db5|Media|2015-02-27 10:02:03|Hardware error
4|7|search_db5|Search|2015-02-27 10:04:07|Capacity exceeded
4|3|search_be10|Search|2015-02-27 10:04:33|Down to ping
4|10|media_be7|Media|2015-02-27 10:06:08|Down to ping
6|1|fp_mon1|Frontpage|2015-02-27 10:06:53|Site down
3|6|fp_be7|Frontpage|2015-02-27 10:06:54|Hardware error
4|7|flickr_mw2|Flickr|2015-02-27 10:07:28|Down to ping
3|1|mail_be10|Mail|2015-02-27 10:07:34|Capacity exceeded
4|10|media_db6|Media|2015-02-27 10:07:41|Capacity exceeded
4|10|search_db10|Search|2015-02-27 10:07:49|Capacity exceeded
5|4|fp_db1|Frontpage|2015-02-27 10:08:36|Down to ping
4|7|search_db5|Search|2015-02-27 10:10:39|Software error
3|6|mail_mw7|Mail|2015-02-27 10:11:36|Software error
4|7|rev_db10|Revenue|2015-02-27 10:12:48|Hardware error
3|9|fp_mw6|Frontpage|2015-02-27 10:13:07|Capacity exceeded
3|10|messenger_fe6|Messenger|2015-02-27 10:13:09|Down to ping
1|5|messenger_fe7|Messenger|2015-02-27 10:13:31|Apache latency
1|9|mail_fe5|Mail|2015-02-27 10:14:38|Apache latency
3|3|flickr_be9|Flickr|2015-02-27 10:14:47|Hardware error
2|10|messenger_fe8|Messenger|2015-02-27 10:14:51|Hardware error
3|5|fp_mw2|Frontpage|2015-02-27 10:15:47|Hardware error
3|2|search_be6|Search|2015-02-27 10:16:08|Hardware error
3|5|fp_be7|Frontpage|2015-02-27 10:16:16|Software error
6|6|fp_mon1|Frontpage|2015-02-27 10:17:20|Site down
2|2|fp_fe2|Frontpage|2015-02-27 10:17:28|Software error
3|5|mail_mw6|Mail|2015-02-27 10:17:34|Capacity exceeded
3|2|messenger_be6|Messenger|2015-02-27 10:23:21|Capacity exceeded
3|5|rev_mw4|Revenue|2015-02-27 10:23:23|Capacity exceeded
3|5|flickr_be8|Flickr|2015-02-27 10:23:36|Hardware error
5|7|messenger_mon1|Messenger|2015-02-27 10:24:16|Severe site latency
1|7|flickr_fe5|Flickr|2015-02-27 10:25:09|Apache latency
2|10|messenger_fe9|Messenger|2015-02-27 10:25:55|Hardware error
4|9|flickr_be8|Flickr|2015-02-27 10:26:12|Down to ping
3|6|fp_be9|Frontpage|2015-02-27 10:27:00|Hardware error
3|1|fp_fe4|Frontpage|2015-02-27 10:28:02|Down to ping
4|3|mail_be8|Mail|2015-02-27 10:29:43|Down to ping
3|3|mail_be3|Mail|2015-02-27 10:29:57|Software error
3|10|flickr_be7|Flickr|2015-02-27 10:31:09|Hardware error
1|9|flickr_fe6|Flickr|2015-02-27 10:31:30|Apache latency
3|1|flickr_mw1|Flickr|2015-02-27 10:32:09|Hardware error
4|9|rev_db7|Revenue|2015-02-27 10:32:13|Capacity exceeded
3|8|media_mw9|Media|2015-02-27 10:33:13|Hardware error
3|6|rev_fe4|Revenue|2015-02-27 10:33:57|Down to ping
5|3|rev_db2|Revenue|2015-02-27 10:34:33|Down to ping
3|2|flickr_fe2|Flickr|2015-02-27 10:35:16|Down to ping
6|9|media_mon1|Media|2015-02-27 10:35:40|Site down
5|1|messenger_mon1|Messenger|2015-02-27 10:35:45|Severe site latency
5|10|mail_db2|Mail|2015-02-27 10:36:00|Down to ping
3|9|fp_fe2|Frontpage|2015-02-27 10:36:30|Down to ping
3|8|flickr_fe6|Flickr|2015-02-27 10:37:01|Down to ping
4|6|rev_db10|Revenue|2015-02-27 10:37:02|Software error
3|10|fp_mw4|Frontpage|2015-02-27 10:37:08|Capacity exceeded
1|2|mail_fe7|Mail|2015-02-27 10:37:40|Apache latency
3|4|search_be8|Search|2015-02-27 10:38:06|Software error
5|6|messenger_mon1|Messenger|2015-02-27 10:39:16|Severe site latency
4|2|flickr_be7|Flickr|2015-02-27 10:39:20|Down to ping
6|8|mail_mon1|Mail|2015-02-27 10:39:28|Site down
3|9|flickr_be10|Flickr|2015-02-27 10:39:36|Capacity exceeded
3|10|messenger_mw8|Messenger|2015-02-27 10:40:02|Software error
3|6|fp_be10|Frontpage|2015-02-27 10:40:14|Hardware error
5|7|messenger_db4|Messenger|2015-02-27 10:40:59|Down to ping
2|4|messenger_fe5|Messenger|2015-02-27 10:41:00|Capacity exceeded
4|4|media_db1|Media|2015-02-27 10:41:10|Capacity exceeded
3|10|fp_be6|Frontpage|2015-02-27 10:41:12|Capacity exceeded
4|3|messenger_db9|Messenger|2015-02-27 10:41:43|Hardware error
4|10|fp_db5|Frontpage|2015-02-27 10:42:19|Hardware error
3|8|media_be7|Media|2015-02-27 10:43:18|Software error
3|2|search_mw1|Search|2015-02-27 10:43:47|Software error
4|7|fp_mw1|Frontpage|2015-02-27 10:44:39|Down to ping
4|4|rev_db1|Revenue|2015-02-27 10:45:05|Capacity exceeded
2|7|messenger_fe7|Messenger|2015-02-27 10:46:41|Hardware error
3|8|media_be9|Media|2015-02-27 10:46:56|Software error
4|5|media_db4|Media|2015-02-27 10:47:25|Software error
3|2|rev_fe10|Revenue|2015-02-27 10:47:31|Down to ping
5|9|search_mon1|Search|2015-02-27 10:47:44|Severe site latency
1|3|rev_fe8|Revenue|2015-02-27 10:49:44|Apache latency
1|5|flickr_fe1|Flickr|2015-02-27 10:50:11|Apache latency
4|2|messenger_db6|Messenger|2015-02-27 10:50:44|Software error
6|1|media_mon1|Media|2015-02-27 10:51:08|Site down
3|4|search_be4|Search|2015-02-27 10:51:35|Software error
1|8|media_fe5|Media|2015-02-27 10:51:52|Apache latency
3|2|mail_be10|Mail|2015-02-27 10:52:08|Capacity exceeded
4|2|flickr_mw4|Flickr|2015-02-27 10:53:12|Down to ping
3|5|mail_mw5|Mail|2015-02-27 10:54:57|Capacity exceeded
3|7|mail_be8|Mail|2015-02-27 10:54:58|Hardware error
4|4|mail_be10|Mail|2015-02-27 10:55:29|Down to ping
1|3|fp_fe8|Frontpage|2015-02-27 10:55:52|Apache latency
1|10|messenger_fe6|Messenger|2015-02-27 10:55:56|Apache latency
4|10|mail_be10|Mail|2015-02-27 10:56:54|Down to ping
1|1|messenger_fe8|Messenger|2015-02-27 10:57:30|Apache latency
3|4|fp_be2|Frontpage|2015-02-27 10:57:34|Software error
1|1|fp_fe6|Frontpage|2015-02-27 10:58:20|Apache latency
3|3|flickr_mw9|Flickr|2015-02-27 10:58:46|Capacity exceeded
3|9|search_fe2|Search|2015-02-27 10:59:08|Down to ping
4|6|search_be10|Search|2015-02-27 10:59:14|Down to ping
3|5|mail_fe4|Mail|2015-02-27 10:59:57|Down to ping
4|1|mail_be1|Mail|2015-02-27 11:00:07|Down to ping
2|8|media_fe9|Media|2015-02-27 11:00:15|Capacity exceeded
5|2|rev_mon1|Revenue|2015-02-27 11:01:50|Severe site latency
5|2|fp_db7|Frontpage|2015-02-27 11:01:56|Down to ping
4|5|fp_db4|Frontpage|2015-02-27 11:02:28|Capacity exceeded
5|8|mail_mon1|Mail|2015-02-27 11:03:28|Severe site latency
2|2|mail_fe6|Mail|2015-02-27 11:03:41|Software error
1|2|fp_fe6|Frontpage|2015-02-27 11:05:35|Apache latency
3|2|search_mw3|Search|2015-02-27 11:05:37|Software error
3|8|fp_mw2|Frontpage|2015-02-27 11:06:02|Hardware error
6|3|media_mon1|Media|2015-02-27 11:06:30|Site down
3|5|mail_be7|Mail|2015-02-27 11:06:43|Software error
3|9|rev_mw4|Revenue|2015-02-27 11:07:24|Software error
4|1|fp_db5|Frontpage|2015-02-27 11:07:57|Capacity exceeded
5|6|mail_mon1|Mail|2015-02-27 11:08:15|Severe site latency
5|8|media_db9|Media|2015-02-27 11:08:16|Down to ping
3|7|messenger_be6|Messenger|2015-02-27 11:08:20|Capacity exceeded
4|5|rev_db9|Revenue|2015-02-27 11:10:02|Capacity exceeded
2|2|search_fe7|Search|2015-02-27 11:10:43|Software error
4|8|fp_mw5|Frontpage|2015-02-27 11:12:46|Down to ping
4|2|flickr_db4|Flickr|2015-02-27 11:14:38|Hardware error
3|3|flickr_mw2|Flickr|2015-02-27 11:15:16|Software error
3|8|fp_fe1|Frontpage|2015-02-27 11:15:35|Down to ping
3|10|rev_fe1|Revenue|2015-02-27 11:15:47|Down to ping
3|1|media_mw4|Media|2015-02-27 11:16:25|Hardware error
4|6|mail_db10|Mail|2015-02-27 11:16:31|Hardware error
3|6|messenger_fe9|Messenger|2015-02-27 11:16:33|Down to ping
4|1|media_mw3|Media|2015-02-27 11:16:42|Down to ping
3|6|media_fe3|Media|2015-02-27 11:16:42|Down to ping
4|10|media_mw1|Media|2015-02-27 11:17:14|Down to ping
5|7|rev_db5|Revenue|2015-02-27 11:17:20|Down to ping
5|8|rev_db9|Revenue|2015-02-27 11:18:21|Down to ping
4|3|search_mw3|Search|2015-02-27 11:20:07|Down to ping
5|7|media_db8|Media|2015-02-27 11:20:11|Down to ping
5|2|rev_db5|Revenue|2015-02-27 11:20:54|Down to ping
2|2|fp_fe2|Frontpage|2015-02-27 11:21:04|Software error
5|5|rev_db3|Revenue|2015-02-27 11:21:39|Down to ping
1|4|media_fe6|Media|2015-02-27 11:21:55|Apache latency
1|9|search_fe8|Search|2015-02-27 11:22:11|Apache latency
4|9|media_db10|Media|2015-02-27 11:22:29|Capacity exceeded
4|1|flickr_be4|Flickr|2015-02-27 11:22:33|Down to ping
1|2|mail_fe8|Mail|2015-02-27 11:23:20|Apache latency
4|10|rev_db4|Revenue|2015-02-27 11:23:54|Hardware error
5|10|messenger_mon1|Messenger|2015-02-27 11:25:15|Severe site latency
2|4|rev_fe6|Revenue|2015-02-27 11:25:30|Hardware error
3|7|search_mw10|Search|2015-02-27 11:26:41|Hardware error
1|9|fp_fe5|Frontpage|2015-02-27 11:27:19|Apache latency
5|3|rev_mon1|Revenue|2015-02-27 11:27:33|Severe site latency
3|8|search_be2|Search|2015-02-27 11:28:05|Hardware error
5|6|flickr_db2|Flickr|2015-02-27 11:28:27|Down to ping
2|7|mail_fe6|Mail|2015-02-27 11:28:52|Software error
2|6|flickr_fe2|Flickr|2015-02-27 11:29:17|Capacity exceeded
1|2|media_fe7|Media|2015-02-27 11:29:29|Apache latency
4|9|mail_mw9|Mail|2015-02-27 11:30:12|Down to ping
4|3|mail_mw6|Mail|2015-02-27 11:31:14|Down to ping
1|3|flickr_fe5|Flickr|2015-02-27 11:31:34|Apache latency
3|1|fp_fe3|Frontpage|2015-02-27 11:32:34|Down to ping
1|2|flickr_fe7|Flickr|2015-02-27 11:32:36|Apache latency
1|7|media_fe2|Media|2015-02-27 11:36:30|Apache latency
3|8|media_fe6|Media|2015-02-27 11:36:48|Down to ping
3|8|fp_be2|Frontpage|2015-02-27 11:37:29|Capacity exceeded
4|10|rev_db2|Revenue|2015-02-27 11:38:05|Hardware error
3|1|search_be6|Search|2015-02-27 11:39:09|Capacity exceeded
1|4|fp_fe5|Frontpage|2015-02-27 11:39:29|Apache latency
2|4|flickr_fe6|Flickr|2015-02-27 11:39:52|Hardware error
3|9|search_be6|Search|2015-02-27 11:41:19|Hardware error
4|4|media_mw3|Media|2015-02-27 11:44:15|Down to ping
3|9|fp_be1|Frontpage|2015-02-27 11:44:59|Software error
4|8|media_mw9|Media|2015-02-27 11:47:39|Down to ping
3|4|media_be10|Media|2015-02-27 11:47:53|Capacity exceeded
2|6|messenger_fe6|Messenger|2015-02-27 11:48:04|Capacity exceeded
4|5|fp_mw9|Frontpage|2015-02-27 11:48:10|Down to ping
4|3|media_db4|Media|2015-02-27 11:48:44|Capacity exceeded
3|7|flickr_be3|Flickr|2015-02-27 11:49:48|Software error
3|2|mail_fe6|Mail|2015-02-27 11:50:07|Down to ping
5|9|flickr_db5|Flickr|2015-02-27 11:50:53|Down to ping
3|1|rev_mw4|Revenue|2015-02-27 11:50:56|Capacity exceeded
3|8|fp_mw2|Frontpage|2015-02-27 11:50:58|Software error
2|9|fp_fe5|Frontpage|2015-02-27 11:51:44|Software error
4|2|fp_be9|Frontpage|2015-02-27 11:52:08|Down to ping
1|5|fp_fe8|Frontpage|2015-02-27 11:52:45|Apache latency
4|10|search_be2|Search|2015-02-27 11:53:46|Down to ping
3|10|flickr_be2|Flickr|2015-02-27 11:55:19|Capacity exceeded
3|1|media_mw10|Media|2015-02-27 11:56:06|Software error
4|7|search_mw6|Search|2015-02-27 11:56:12|Down to ping
1|8|fp_fe6|Frontpage|2015-02-27 11:56:26|Apache latency
3|9|media_fe2|Media|2015-02-27 11:56:36|Down to ping
1|2|search_fe6|Search|2015-02-27 11:57:16|Apache latency
4|8|flickr_be3|Flickr|2015-02-27 11:58:12|Down to ping
3|5|flickr_mw8|Flickr|2015-02-27 11:59:05|Hardware error
4|7|media_db6|Media|2015-02-27 11:59:12|Hardware error
5|9|mail_db5|Mail|2015-02-27 12:00:17|Down to ping
3|1|search_be3|Search|2015-02-27 12:01:15|Software error
3|6|fp_be2|Frontpage|2015-02-27 12:02:11|Capacity exceeded
6|5|rev_mon1|Revenue|2015-02-27 12:03:43|Site down
6|8|media_mon1|Media|2015-02-27 12:04:20|Site down
3|6|rev_mw6|Revenue|2015-02-27 12:05:31|Software error
4|5|rev_db3|Revenue|2015-02-27 12:06:30|Software error
2|8|media_fe4|Media|2015-02-27 12:06:36|Hardware error
2|3|fp_fe7|Frontpage|2015-02-27 12:06:59|Capacity exceeded
2|5|search_fe10|Search|2015-02-27 12:07:02|Software error
3|5|mail_mw4|Mail|2015-02-27 12:07:11|Capacity exceeded
4|10|mail_db5|Mail|2015-02-27 12:07:34|Software error
6|2|rev_mon1|Revenue|2015-02-27 12:07:56|Site down
4|2|rev_be4|Revenue|2015-02-27 12:08:15|Down to ping
1|10|rev_fe3|Revenue|2015-02-27 12:08:42|Apache latency
1|7|flickr_fe7|Flickr|2015-02-27 12:08:49|Apache latency
4|4|flickr_mw7|Flickr|2015-02-27 12:09:05|Down to ping
3|4|rev_mw5|Revenue|2015-02-27 12:09:09|Software error
1|2|search_fe6|Search|2015-02-27 12:09:29|Apache latency
4|4|fp_mw1|Frontpage|2015-02-27 12:09:36|Down to ping
3|4|media_be4|Media|2015-02-27 12:10:07|Capacity exceeded
4|9|fp_be10|Frontpage|2015-02-27 12:10:31|Down to ping
3|4|rev_fe7|Revenue|2015-02-27 12:10:42|Down to ping
2|1|rev_fe6|Revenue|2015-02-27 12:10:54|Capacity exceeded
5|4|mail_mon1|Mail|2015-02-27 12:11:13|Severe site latency
4|1|fp_mw6|Frontpage|2015-02-27 12:11:16|Down to ping
1|10|flickr_fe3|Flickr|2015-02-27 12:11:47|Apache latency
2|3|flickr_fe3|Flickr|2015-02-27 12:12:19|Software error
2|7|fp_fe5|Frontpage|2015-02-27 12:12:59|Capacity exceeded
1|5|rev_fe5|Revenue|2015-02-27 12:13:30|Apache latency
4|3|flickr_db10|Flickr|2015-02-27 12:14:37|Capacity exceeded
4|2|rev_be5|Revenue|2015-02-27 12:16:17|Down to ping
6|9|flickr_mon1|Flickr|2015-02-27 12:16:48|Site down
3|3|media_be3|Media|2015-02-27 12:17:29|Software error
3|6|rev_be4|Revenue|2015-02-27 12:17:43|Capacity exceeded
4|1|fp_be2|Frontpage|2015-02-27 12:19:14|Down to ping
1|4|rev_fe6|Revenue|2015-02-27 12:19:37|Apache latency
3|8|mail_mw6|Mail|2015-02-27 12:20:09|Software error
1|3|flickr_fe6|Flickr|2015-02-27 12:20:43|Apache latency
4|9|rev_mw4|Revenue|2015-02-27 12:21:22|Down to ping
3|3|flickr_mw9|Flickr|2015-02-27 12:21:22|Hardware error
1|5|media_fe5|Media|2015-02-27 12:21:52|Apache latency
5|2|fp_db6|Frontpage|2015-02-27 12:22:30|Down to ping
4|3|media_mw7|Media|2015-02-27 12:24:08|Down to ping
3|10|flickr_mw6|Flickr|2015-02-27 12:24:19|Hardware error
3|4|mail_mw7|Mail|2015-02-27 12:24:52|Hardware error
4|7|mail_be5|Mail|2015-02-27 12:25:41|Down to ping
4|10|mail_db3|Mail|2015-02-27 12:25:42|Hardware error
3|5|rev_be10|Revenue|2015-02-27 12:26:12|Hardware error
3|3|mail_be6|Mail|2015-02-27 12:26:21|Capacity exceeded
4|9|messenger_be8|Messenger|2015-02-27 12:26:48|Down to ping
2|5|rev_fe6|Revenue|2015-02-27 12:27:00|Capacity exceeded
3|1|messenger_mw5|Messenger|2015-02-27 12:27:12|Hardware error
4|9|fp_db7|Frontpage|2015-02-27 12:27:27|Hardware error
4|4|mail_be10|Mail|2015-02-27 12:29:42|Down to ping
1|5|mail_fe1|Mail|2015-02-27 12:30:41|Apache latency
